Date,Time,Average,Peak
2015-05-22,10:51:33,61.974631,63.458199
2015-05-22,10:51:33,61.272753,62.324763
2015-05-22,10:51:34,60.214627,61.328594
2015-05-22,10:51:34,59.785717,61.002338
2015-05-22,10:51:34,59.468151,59.568433
2015-05-22,10:51:34,59.623982,59.666949
2015-05-22,10:51:34,59.341811,59.426233
2015-05-22,10:51:34,59.932724,60.546427
2015-05-22,10:51:34,59.947421,60.174887
2015-05-22,10:51:34,59.647238,59.838702
2015-05-22,10:51:35,59.912784,59.938093
2015-05-22,10:51:35,58.726037,60.335553
2015-05-22,10:51:35,59.304548,59.888656
2015-05-22,10:51:35,59.776294,59.842404
2015-05-22,10:51:35,61.361746,61.418176
2015-05-22,10:51:35,61.029816,61.114023
2015-05-22,10:51:35,60.949312,61.619831
2015-05-22,10:51:35,61.014719,61.090466
2015-05-22,10:51:36,60.946291,61.864369
2015-05-22,10:51:36,61.121797,61.121797
2015-05-22,10:51:36,61.076065,61.562302
2015-05-22,10:51:36,60.813404,61.173933
2015-05-22,10:51:36,60.522742,60.569164
2015-05-22,10:51:36,59.722651,61.609540
2015-05-22,10:51:36,60.402377,61.053250
2015-05-22,10:51:36,60.021790,60.525043
2015-05-22,10:51:37,59.454875,61.394418
2015-05-22,10:51:37,59.730782,60.395514
2015-05-22,10:51:37,58.878549,59.349941
2015-05-22,10:51:37,58.653953,59.828000
2015-05-22,10:51:37,58.137842,59.026974
2015-05-22,10:51:37,58.147713,58.576744
2015-05-22,10:51:37,57.880083,58.780371
2015-05-22,10:51:38,58.695336,58.706146
2015-05-22,10:51:38,57.801634,60.266644
2015-05-22,10:51:38,57.958322,58.247772
2015-05-22,10:51:38,57.113163,57.823248
2015-05-22,10:51:38,58.093022,58.698480
2015-05-22,10:51:38,58.331852,59.533468
2015-05-22,10:51:38,57.821710,58.362434
2015-05-22,10:51:38,59.184324,59.184324
2015-05-22,10:51:38,58.968016,59.042558
2015-05-22,10:51:39,57.392710,58.849865
2015-05-22,10:51:39,59.601518,59.954523
2015-05-22,10:51:39,59.504999,59.826986
2015-05-22,10:51:39,58.006307,59.050817
2015-05-22,10:51:39,58.498263,59.216142
2015-05-22,10:51:39,58.455560,58.474304
2015-05-22,10:51:39,57.551455,57.632717
2015-05-22,10:51:40,58.756088,59.353698
2015-05-22,10:51:40,57.527024,58.315518
2015-05-22,10:51:40,59.573361,59.668550
2015-05-22,10:51:40,59.366144,59.423662
2015-05-22,10:51:40,58.846773,59.177615
2015-05-22,10:51:40,58.974290,59.692193
2015-05-22,10:51:40,58.744735,58.912150
2015-05-22,10:51:40,59.104320,59.259409
2015-05-22,10:51:41,59.137693,59.145002
2015-05-22,10:51:41,59.060122,59.177718
2015-05-22,10:51:41,58.947967,59.087014
2015-05-22,10:51:41,57.760834,58.148236
2015-05-22,10:51:41,57.297229,57.315122
2015-05-22,10:51:41,56.507562,56.935409
2015-05-22,10:51:41,56.567754,57.305998
2015-05-22,10:51:41,56.456760,57.119164
2015-05-22,10:51:42,56.991006,57.219049
2015-05-22,10:51:42,57.758990,57.889984
2015-05-22,10:51:42,58.125502,58.132823
2015-05-22,10:51:42,57.241225,57.241225
2015-05-22,10:51:42,56.917390,57.870347
2015-05-22,10:51:42,57.857826,57.906661
2015-05-22,10:51:42,57.059277,57.500167
2015-05-22,10:51:42,56.869358,58.163756
2015-05-22,10:51:43,56.793719,57.096824
2015-05-22,10:51:43,57.265804,57.409278
2015-05-22,10:51:43,57.596054,58.526063
2015-05-22,10:51:43,57.782636,57.993820
2015-05-22,10:51:43,58.412113,58.911916
2015-05-22,10:51:43,59.577100,59.858719
2015-05-22,10:51:43,58.978824,58.978824
2015-05-22,10:51:43,60.338829,60.377975
2015-05-22,10:51:44,62.504238,62.684672
2015-05-22,10:51:44,62.025491,62.067315
