Date,Time,Average,Peak
2015-05-27,17:51:36,56.137121,56.159929
2015-05-27,17:51:36,54.374223,55.598520
2015-05-27,17:51:36,54.264726,56.323491
2015-05-27,17:51:37,54.954371,55.460301
2015-05-27,17:51:37,54.950724,55.774422
2015-05-27,17:51:37,55.751771,56.297968
2015-05-27,17:51:37,54.094839,55.493663
2015-05-27,17:51:37,56.159819,56.225422
2015-05-27,17:51:37,56.273209,56.780300
2015-05-27,17:51:37,59.683108,59.683108
2015-05-27,17:51:37,57.868903,60.279862
2015-05-27,17:51:37,58.890116,59.771826
2015-05-27,17:51:38,59.618374,59.618374
2015-05-27,17:51:38,59.958778,60.880497
2015-05-27,17:51:38,58.764304,58.869808
2015-05-27,17:51:38,60.371867,60.371867
2015-05-27,17:51:38,57.165836,58.820959
2015-05-27,17:51:38,55.786073,56.711552
2015-05-27,17:51:38,55.434571,56.009926
2015-05-27,17:51:38,55.177724,55.552307
2015-05-27,17:51:39,55.639835,56.500489
2015-05-27,17:51:39,53.868339,55.113983
2015-05-27,17:51:39,55.257803,55.279071
2015-05-27,17:51:39,54.650205,54.667004
2015-05-27,17:51:39,59.349574,65.166694
2015-05-27,17:51:39,54.960077,56.987512
2015-05-27,17:51:39,53.488643,53.938047
2015-05-27,17:51:39,54.108473,54.725791
2015-05-27,17:51:40,55.995208,55.995208
2015-05-27,17:51:40,54.272302,57.059243
2015-05-27,17:51:40,55.770565,55.936464
2015-05-27,17:51:40,54.573978,54.786702
2015-05-27,17:51:40,53.985005,54.589762
2015-05-27,17:51:40,55.605728,55.611875
2015-05-27,17:51:40,54.211907,54.211907
2015-05-27,17:51:40,55.415291,55.845298
2015-05-27,17:51:41,54.771023,55.754707
2015-05-27,17:51:41,54.077122,56.181932
2015-05-27,17:51:41,55.462545,56.609365
2015-05-27,17:51:41,55.707891,56.786259
2015-05-27,17:51:41,57.293691,57.364084
2015-05-27,17:51:41,57.621748,59.346635
2015-05-27,17:51:41,60.561918,60.958269
2015-05-27,17:51:41,58.172024,58.901743
2015-05-27,17:51:41,57.542292,58.063907
2015-05-27,17:51:42,59.706184,59.944018
2015-05-27,17:51:42,59.515083,60.772795
2015-05-27,17:51:42,59.714094,60.485353
2015-05-27,17:51:42,60.393447,60.885646
2015-05-27,17:51:42,61.790324,61.790324
2015-05-27,17:51:42,63.025403,63.063567
2015-05-27,17:51:42,62.442028,63.471827
2015-05-27,17:51:42,61.395926,62.320992
2015-05-27,17:51:43,61.267096,62.130457
2015-05-27,17:51:43,63.121301,63.121301
2015-05-27,17:51:43,64.942339,64.942339
2015-05-27,17:51:43,63.562327,65.932000
2015-05-27,17:51:43,61.099391,61.900275
2015-05-27,17:51:43,59.843609,61.322051
2015-05-27,17:51:43,59.794276,61.333579
2015-05-27,17:51:44,57.805701,60.630952
2015-05-27,17:51:44,58.956977,58.991639
2015-05-27,17:51:44,59.735623,59.939887
2015-05-27,17:51:44,58.183167,58.947624
2015-05-27,17:51:44,57.707882,58.241824
2015-05-27,17:51:44,56.344948,58.774073
2015-05-27,17:51:44,55.809118,57.688985
2015-05-27,17:51:44,59.153213,59.153213
2015-05-27,17:51:45,59.205742,59.238878
2015-05-27,17:51:45,58.097341,59.677957
2015-05-27,17:51:45,59.201648,59.394558
2015-05-27,17:51:45,59.715110,60.019147
2015-05-27,17:51:45,58.091669,59.695985
2015-05-27,17:51:45,58.137638,58.860081
2015-05-27,17:51:45,58.711500,58.711500
2015-05-27,17:51:45,59.381413,59.562317
2015-05-27,17:51:46,59.164850,59.800403
2015-05-27,17:51:46,60.699026,60.818048
2015-05-27,17:51:46,60.395673,60.628312
2015-05-27,17:51:46,61.090454,61.233864
2015-05-27,17:51:46,62.338229,62.344205
2015-05-27,17:51:46,61.066152,62.283061
2015-05-27,17:51:46,61.535229,61.905885
2015-05-27,17:51:47,62.877845,62.880496
2015-05-27,17:51:47,60.910635,62.629895
2015-05-27,17:51:47,59.835514,60.818526
2015-05-27,17:51:47,59.555951,60.094141
2015-05-27,17:51:47,58.983158,59.223888
2015-05-27,17:51:47,59.170931,59.170931
2015-05-27,17:51:47,59.251967,59.679963
2015-05-27,17:51:47,59.444400,60.135711
2015-05-27,17:51:48,59.103815,59.791311
2015-05-27,17:51:48,58.015871,59.701091
2015-05-27,17:51:48,58.384197,58.395012
2015-05-27,17:51:48,55.850451,58.509949
2015-05-27,17:51:48,56.615132,56.857976
2015-05-27,17:51:48,56.631578,56.666089
2015-05-27,17:51:48,56.045011,56.183884
2015-05-27,17:51:48,55.175159,55.478549
2015-05-27,17:51:48,55.034626,55.199192
2015-05-27,17:51:49,55.799705,55.799705
2015-05-27,17:51:49,55.438808,56.281740
2015-05-27,17:51:49,55.633776,56.142294
2015-05-27,17:51:49,56.498761,57.284161
2015-05-27,17:51:49,56.188222,57.121119
2015-05-27,17:51:49,55.601182,56.191354
2015-05-27,17:51:49,56.652038,56.717737
2015-05-27,17:51:49,56.740800,57.147473
2015-05-27,17:51:50,57.145986,57.429943
2015-05-27,17:51:50,57.541874,57.548125
2015-05-27,17:51:50,58.341904,58.706081
2015-05-27,17:51:50,57.054457,57.771785
2015-05-27,17:51:50,57.443485,58.051321
2015-05-27,17:51:50,55.235894,56.662774
2015-05-27,17:51:51,55.294255,57.208283
2015-05-27,17:51:51,56.170916,56.270996
2015-05-27,17:51:51,55.369140,56.889136
2015-05-27,17:51:51,54.068803,56.265169
2015-05-27,17:51:51,55.339973,56.006218
2015-05-27,17:51:51,53.938610,55.947615
2015-05-27,17:51:51,53.926333,55.238355
2015-05-27,17:51:51,53.403043,55.005087
2015-05-27,17:51:52,53.687899,54.300989
2015-05-27,17:51:52,53.257385,53.904059
2015-05-27,17:51:52,52.529748,53.938490
2015-05-27,17:51:52,57.806294,57.834982
2015-05-27,17:51:52,54.787729,54.830797
2015-05-27,17:51:52,52.541761,58.733064
2015-05-27,17:51:52,53.691205,53.691205
