Date,Time,Average,Peak
2015-05-27,10:32:38,35.160839,36.692835
2015-05-27,10:32:39,31.612580,40.162866
2015-05-27,10:32:39,28.972016,34.084471
2015-05-27,10:32:39,29.691988,33.307568
2015-05-27,10:32:39,32.437021,35.220195
2015-05-27,10:32:39,33.061067,36.465123
2015-05-27,10:32:39,32.802583,32.802583
2015-05-27,10:32:39,34.519056,35.021854
2015-05-27,10:32:39,30.721068,31.248171
2015-05-27,10:32:40,28.756215,31.996843
2015-05-27,10:32:40,30.361656,34.373062
2015-05-27,10:32:40,29.618454,29.874741
2015-05-27,10:32:40,33.944246,34.385123
2015-05-27,10:32:40,33.558547,33.715006
2015-05-27,10:32:40,29.853658,33.661740
2015-05-27,10:32:40,39.719121,39.899568
2015-05-27,10:32:40,31.990310,32.709106
2015-05-27,10:32:40,33.662471,35.710796
2015-05-27,10:32:41,33.231871,35.264126
2015-05-27,10:32:41,33.654056,36.597600
2015-05-27,10:32:41,34.024819,38.437591
2015-05-27,10:32:41,35.645747,35.705136
2015-05-27,10:32:41,35.972435,35.972435
2015-05-27,10:32:41,37.952290,38.116074
2015-05-27,10:32:41,39.854758,39.854758
2015-05-27,10:32:41,37.581080,41.742194
2015-05-27,10:32:42,38.437572,39.047104
2015-05-27,10:32:42,40.663597,40.663597
2015-05-27,10:32:42,37.919789,38.222582
2015-05-27,10:32:42,43.484954,44.199719
2015-05-27,10:32:42,44.038164,44.042488
2015-05-27,10:32:42,44.548240,44.610185
2015-05-27,10:32:42,41.743365,44.991203
2015-05-27,10:32:43,44.077539,47.736850
2015-05-27,10:32:43,40.259736,44.764810
2015-05-27,10:32:43,36.477148,41.015231
2015-05-27,10:32:43,39.750147,39.967075
2015-05-27,10:32:43,43.484900,43.541472
2015-05-27,10:32:43,45.455672,45.455672
2015-05-27,10:32:43,44.176303,46.236030
2015-05-27,10:32:43,45.835630,46.068249
2015-05-27,10:32:44,44.046849,48.818866
2015-05-27,10:32:44,47.373000,47.991741
2015-05-27,10:32:44,47.063434,47.776906
2015-05-27,10:32:44,42.673036,46.479192
2015-05-27,10:32:44,45.401554,46.552148
2015-05-27,10:32:44,43.981967,44.237000
2015-05-27,10:32:44,44.694179,45.029307
2015-05-27,10:32:44,44.354722,44.508575
2015-05-27,10:32:45,43.989022,44.227684
2015-05-27,10:32:45,45.194866,45.660446
2015-05-27,10:32:45,46.499754,47.108070
2015-05-27,10:32:45,45.783233,47.483190
2015-05-27,10:32:45,46.698579,47.125756
2015-05-27,10:32:45,47.540857,47.551068
2015-05-27,10:32:45,50.961066,51.917161
2015-05-27,10:32:45,47.154661,49.679418
2015-05-27,10:32:45,48.358377,51.704171
2015-05-27,10:32:46,47.495854,49.557496
2015-05-27,10:32:46,48.222409,49.944661
2015-05-27,10:32:46,49.250870,49.647909
2015-05-27,10:32:46,50.901245,51.011562
2015-05-27,10:32:46,50.826259,50.904973
2015-05-27,10:32:46,51.772716,51.776523
2015-05-27,10:32:46,50.951287,52.626777
2015-05-27,10:32:46,50.531804,50.961114
2015-05-27,10:32:47,50.114687,50.114687
2015-05-27,10:32:47,49.609076,50.577832
2015-05-27,10:32:47,49.808967,50.798716
2015-05-27,10:32:47,50.307683,50.312351
2015-05-27,10:32:47,50.469347,52.450800
2015-05-27,10:32:47,48.660409,49.368052
2015-05-27,10:32:47,46.599597,48.808632
2015-05-27,10:32:47,48.041377,48.076185
2015-05-27,10:32:48,47.035665,47.035665
2015-05-27,10:32:48,46.211833,46.657472
2015-05-27,10:32:48,45.604843,47.905966
2015-05-27,10:32:48,43.606365,46.820739
2015-05-27,10:32:48,44.597422,45.857791
2015-05-27,10:32:48,43.884188,44.790655
2015-05-27,10:32:48,44.346625,47.483293
2015-05-27,10:32:48,42.540253,42.856631
2015-05-27,10:32:49,42.233789,42.779546
2015-05-27,10:32:49,41.637958,43.520015
2015-05-27,10:32:49,39.504433,46.658042
2015-05-27,10:32:49,40.877710,41.836932
2015-05-27,10:32:49,46.282422,46.325704
2015-05-27,10:32:49,44.074840,44.729738
2015-05-27,10:32:49,42.099582,42.417972
2015-05-27,10:32:49,36.046097,42.044157
2015-05-27,10:32:50,36.592979,37.722287
2015-05-27,10:32:50,37.789750,38.744717
2015-05-27,10:32:50,39.885360,41.166542
2015-05-27,10:32:50,33.501768,39.884861
2015-05-27,10:32:50,35.568272,38.308366
2015-05-27,10:32:50,37.463610,38.996180
2015-05-27,10:32:50,38.369299,42.216184
2015-05-27,10:32:50,34.975786,39.364441
2015-05-27,10:32:51,32.802947,37.909643
2015-05-27,10:32:51,35.906032,35.906032
2015-05-27,10:32:51,37.873603,38.174268
2015-05-27,10:32:51,35.946278,36.250042
2015-05-27,10:32:51,32.592574,33.847151
2015-05-27,10:32:51,36.093684,36.670283
2015-05-27,10:32:51,29.062014,36.461727
2015-05-27,10:32:51,31.375609,34.519033
2015-05-27,10:32:52,33.894946,34.813793
2015-05-27,10:32:52,33.600733,37.158773
2015-05-27,10:32:52,30.689112,33.697362
2015-05-27,10:32:52,33.199166,33.639899
2015-05-27,10:32:52,26.991457,35.842488
2015-05-27,10:32:52,31.841094,34.603307
2015-05-27,10:32:52,29.927045,35.161376
2015-05-27,10:32:52,28.866094,35.139727
2015-05-27,10:32:52,28.715929,33.613298
2015-05-27,10:32:53,29.546669,32.289492
2015-05-27,10:32:53,31.430977,34.632599
2015-05-27,10:32:53,34.605605,35.073405
2015-05-27,10:32:53,29.499499,33.148775
2015-05-27,10:32:53,29.431241,29.514914
2015-05-27,10:32:53,27.772059,34.331164
2015-05-27,10:32:53,31.208732,33.498624
2015-05-27,10:32:53,27.702769,28.300564
2015-05-27,10:32:54,29.088197,31.685990
2015-05-27,10:32:54,30.198078,30.248848
2015-05-27,10:32:54,28.624389,33.377043
2015-05-27,10:32:54,27.392364,33.369114
2015-05-27,10:32:54,29.862685,30.023330
2015-05-27,10:32:54,31.422091,31.734759
2015-05-27,10:32:54,28.047422,31.779876
2015-05-27,10:32:54,26.147269,31.448890
2015-05-27,10:32:55,29.347401,29.558679
2015-05-27,10:32:55,29.579714,32.997362
2015-05-27,10:32:55,27.888298,32.267395
2015-05-27,10:32:55,26.704497,33.665049
2015-05-27,10:32:55,34.589951,35.743777
2015-05-27,10:32:55,31.974058,35.025595
2015-05-27,10:32:55,34.327592,34.749090
2015-05-27,10:32:55,34.808858,34.885109
2015-05-27,10:32:56,33.372326,33.372326
2015-05-27,10:32:56,31.597706,36.195661
2015-05-27,10:32:56,34.041723,34.071544
2015-05-27,10:32:56,31.796879,35.638647
2015-05-27,10:32:56,31.790967,33.914117
2015-05-27,10:32:56,29.568190,32.613777
2015-05-27,10:32:56,31.713484,31.853903
2015-05-27,10:32:56,30.212722,30.260388
2015-05-27,10:32:57,27.519729,34.182283
2015-05-27,10:32:57,28.075555,29.212880
