Date,Time,Average,Peak
2015-05-22,11:13:33,55.625735,56.527686
2015-05-22,11:13:33,55.216207,55.854908
2015-05-22,11:13:33,55.081664,56.189837
2015-05-22,11:13:34,55.268011,55.812580
2015-05-22,11:13:34,54.974199,55.869531
2015-05-22,11:13:34,57.107019,57.307576
2015-05-22,11:13:34,56.109413,56.741579
2015-05-22,11:13:34,57.663265,58.829284
2015-05-22,11:13:34,56.829339,56.925158
2015-05-22,11:13:34,55.488785,58.661105
2015-05-22,11:13:34,55.647534,56.379583
2015-05-22,11:13:35,56.075306,56.105827
2015-05-22,11:13:35,54.000970,54.640800
2015-05-22,11:13:35,55.229723,55.516503
2015-05-22,11:13:35,55.882540,56.211738
2015-05-22,11:13:35,54.564253,54.640953
2015-05-22,11:13:35,53.229500,55.628773
2015-05-22,11:13:35,54.204986,55.302489
2015-05-22,11:13:35,53.585237,55.102112
2015-05-22,11:13:35,54.389841,55.052731
2015-05-22,11:13:36,53.312740,54.847757
2015-05-22,11:13:36,53.817416,55.228537
2015-05-22,11:13:36,54.790121,55.219399
2015-05-22,11:13:36,56.322238,56.354030
2015-05-22,11:13:36,56.208735,56.278041
2015-05-22,11:13:36,56.046275,57.617817
2015-05-22,11:13:36,56.484395,56.963454
2015-05-22,11:13:36,55.241050,56.222836
2015-05-22,11:13:37,56.915123,57.707195
2015-05-22,11:13:37,55.065493,56.798854
2015-05-22,11:13:37,58.012890,58.214522
2015-05-22,11:13:37,57.970985,58.872323
2015-05-22,11:13:37,58.412812,58.902364
2015-05-22,11:13:37,59.640941,59.696402
2015-05-22,11:13:37,60.808345,60.970466
2015-05-22,11:13:38,60.138940,60.201121
2015-05-22,11:13:38,58.892978,59.753398
2015-05-22,11:13:38,56.576639,59.719478
2015-05-22,11:13:38,57.806196,58.098502
2015-05-22,11:13:38,57.227172,58.416485
2015-05-22,11:13:38,56.776811,57.516978
2015-05-22,11:13:38,57.588305,58.081786
2015-05-22,11:13:38,59.302516,59.633558
2015-05-22,11:13:39,60.676887,60.749827
2015-05-22,11:13:39,57.761573,60.363737
2015-05-22,11:13:39,60.665143,60.699325
2015-05-22,11:13:39,59.859503,62.097948
2015-05-22,11:13:39,63.266927,63.645936
2015-05-22,11:13:39,63.718899,65.705907
2015-05-22,11:13:39,63.252825,64.078494
2015-05-22,11:13:39,59.214376,62.766935
2015-05-22,11:13:40,60.522588,61.111719
2015-05-22,11:13:40,59.633537,60.204764
2015-05-22,11:13:40,62.392342,62.500773
2015-05-22,11:13:40,64.134964,64.217101
2015-05-22,11:13:40,63.015253,64.795210
2015-05-22,11:13:40,64.279768,64.893402
2015-05-22,11:13:40,64.177641,64.270432
2015-05-22,11:13:41,62.520208,63.406721
2015-05-22,11:13:41,64.375746,64.406903
2015-05-22,11:13:41,60.943481,63.840935
2015-05-22,11:13:41,60.592176,61.964251
2015-05-22,11:13:41,61.139309,63.023556
2015-05-22,11:13:41,61.315790,61.423166
2015-05-22,11:13:41,63.565602,63.565602
2015-05-22,11:13:42,63.594394,64.338641
2015-05-22,11:13:42,66.119160,66.119160
2015-05-22,11:13:42,65.648737,65.803575
2015-05-22,11:13:42,64.505154,65.003008
2015-05-22,11:13:42,64.824207,65.071972
2015-05-22,11:13:42,64.256794,64.283911
2015-05-22,11:13:42,64.164887,65.004385
2015-05-22,11:13:42,64.795244,64.810770
2015-05-22,11:13:42,63.938321,63.948414
2015-05-22,11:13:43,61.405715,63.699241
2015-05-22,11:13:43,63.734612,64.103200
2015-05-22,11:13:43,64.019916,64.026295
2015-05-22,11:13:43,62.163069,63.811838
2015-05-22,11:13:43,62.555644,62.555644
2015-05-22,11:13:43,61.429780,61.915413
2015-05-22,11:13:43,61.682436,62.252855
2015-05-22,11:13:43,61.790694,63.474439
2015-05-22,11:13:44,61.073989,62.390107
2015-05-22,11:13:44,62.805292,63.219790
2015-05-22,11:13:44,61.184800,62.873650
2015-05-22,11:13:44,63.418453,63.941838
2015-05-22,11:13:44,63.590492,63.590492
2015-05-22,11:13:44,63.720240,64.074440
2015-05-22,11:13:44,64.225324,64.316770
2015-05-22,11:13:44,62.567302,64.662969
2015-05-22,11:13:45,63.297026,65.486565
2015-05-22,11:13:45,64.506268,64.596876
2015-05-22,11:13:45,68.728072,68.953496
2015-05-22,11:13:45,66.715288,69.341302
2015-05-22,11:13:45,62.378590,65.267774
2015-05-22,11:13:45,64.490242,64.507784
2015-05-22,11:13:45,62.479604,64.531724
2015-05-22,11:13:45,60.125902,60.577718
2015-05-22,11:13:46,63.130404,63.281015
2015-05-22,11:13:46,63.219527,64.314272
2015-05-22,11:13:46,61.198419,63.955704
2015-05-22,11:13:46,62.674028,62.683765
2015-05-22,11:13:46,60.989365,62.896520
2015-05-22,11:13:46,58.745757,59.428108
2015-05-22,11:13:46,60.931222,60.931222
2015-05-22,11:13:46,61.558039,62.670243
2015-05-22,11:13:47,60.178941,62.836904
