Date,Time,Average,Peak
2015-05-27,17:15:38,41.564605,41.943637
2015-05-27,17:15:38,48.927974,51.599698
2015-05-27,17:15:38,43.942178,49.762513
2015-05-27,17:15:38,35.897934,36.490108
2015-05-27,17:15:39,48.545403,50.076212
2015-05-27,17:15:39,38.661680,44.199787
2015-05-27,17:15:39,50.845779,50.845779
2015-05-27,17:15:39,47.732331,51.595104
2015-05-27,17:15:39,44.900314,53.689528
2015-05-27,17:15:39,36.237948,38.529431
2015-05-27,17:15:39,39.428600,44.207661
2015-05-27,17:15:39,34.588738,38.320747
2015-05-27,17:15:39,36.746186,41.018266
2015-05-27,17:15:40,39.411237,39.765813
2015-05-27,17:15:40,39.516587,40.561231
2015-05-27,17:15:40,38.510411,42.006304
2015-05-27,17:15:40,38.004118,38.085845
2015-05-27,17:15:40,42.672233,42.711656
2015-05-27,17:15:40,42.677214,45.703398
2015-05-27,17:15:40,43.434957,46.905221
2015-05-27,17:15:40,42.772578,42.830726
2015-05-27,17:15:41,46.119026,46.137522
2015-05-27,17:15:41,44.434074,44.526759
2015-05-27,17:15:41,45.188281,46.182968
2015-05-27,17:15:41,44.798504,44.810482
2015-05-27,17:15:41,56.501314,56.518636
2015-05-27,17:15:41,55.699133,56.840985
2015-05-27,17:15:41,56.178765,56.586442
2015-05-27,17:15:41,55.233204,56.592745
2015-05-27,17:15:42,57.070099,57.107553
2015-05-27,17:15:42,58.071144,59.225864
2015-05-27,17:15:42,55.300631,57.557060
2015-05-27,17:15:42,53.264839,54.846555
2015-05-27,17:15:42,53.900330,54.010641
2015-05-27,17:15:42,50.445390,53.852778
2015-05-27,17:15:42,51.828584,52.609608
2015-05-27,17:15:42,53.512961,53.679530
2015-05-27,17:15:43,52.979700,52.979700
2015-05-27,17:15:43,52.560207,56.479042
2015-05-27,17:15:43,55.588066,55.667247
2015-05-27,17:15:43,55.326929,55.971660
2015-05-27,17:15:43,54.854208,56.240393
2015-05-27,17:15:43,53.235922,56.097320
2015-05-27,17:15:43,53.090620,53.433872
2015-05-27,17:15:43,53.293380,53.358045
2015-05-27,17:15:44,52.123053,53.813470
2015-05-27,17:15:44,51.414249,52.253121
2015-05-27,17:15:44,54.084426,56.703619
2015-05-27,17:15:44,53.380321,53.661229
2015-05-27,17:15:44,50.225304,53.609441
