Date,Time,Average,Peak
2015-05-22,11:01:32,56.658106,57.419564
2015-05-22,11:01:32,58.031895,60.359933
2015-05-22,11:01:33,56.311008,57.809180
2015-05-22,11:01:33,56.748971,57.681883
2015-05-22,11:01:33,56.527225,56.898013
2015-05-22,11:01:33,57.439334,58.343310
2015-05-22,11:01:33,58.809048,59.043967
2015-05-22,11:01:33,57.789604,58.039329
2015-05-22,11:01:33,57.756335,57.887700
2015-05-22,11:01:33,59.024856,59.024856
2015-05-22,11:01:33,59.094969,59.256303
2015-05-22,11:01:34,58.449783,60.281484
2015-05-22,11:01:34,58.086484,59.172356
2015-05-22,11:01:34,58.807874,59.175979
2015-05-22,11:01:34,57.922332,58.407833
2015-05-22,11:01:34,58.536413,58.603211
2015-05-22,11:01:34,57.767491,58.747880
2015-05-22,11:01:34,57.951265,58.123594
2015-05-22,11:01:34,57.288706,58.077645
2015-05-22,11:01:35,56.967824,57.446605
2015-05-22,11:01:35,56.686109,57.449539
2015-05-22,11:01:35,57.059250,57.258197
2015-05-22,11:01:35,57.436074,58.083276
2015-05-22,11:01:35,58.699471,58.834316
2015-05-22,11:01:35,59.148991,59.148991
2015-05-22,11:01:35,58.733226,58.753532
2015-05-22,11:01:35,59.604621,59.607163
2015-05-22,11:01:36,58.787324,59.358715
2015-05-22,11:01:36,60.624255,60.626886
2015-05-22,11:01:36,60.017938,60.017938
2015-05-22,11:01:36,61.154662,61.204418
2015-05-22,11:01:36,63.105577,63.185626
2015-05-22,11:01:36,63.527593,63.531923
2015-05-22,11:01:36,62.515720,63.073955
2015-05-22,11:01:36,62.291745,62.975454
2015-05-22,11:01:37,62.528931,62.797872
2015-05-22,11:01:37,62.190506,62.973788
2015-05-22,11:01:37,60.781865,62.835592
2015-05-22,11:01:37,60.688260,62.317273
2015-05-22,11:01:37,58.787962,60.099660
2015-05-22,11:01:37,59.845566,59.927337
2015-05-22,11:01:37,57.623970,59.151253
2015-05-22,11:01:37,58.512348,59.947266
2015-05-22,11:01:38,58.579947,58.579947
2015-05-22,11:01:38,55.818622,58.023787
2015-05-22,11:01:38,56.665189,57.400677
2015-05-22,11:01:38,57.328452,57.831169
2015-05-22,11:01:38,56.810772,58.176946
2015-05-22,11:01:38,56.898971,57.488426
2015-05-22,11:01:38,58.547322,58.878798
2015-05-22,11:01:38,58.285755,58.285755
