Date,Time,Average,Peak
2015-05-22,17:00:35,51.838849,52.648203
2015-05-22,17:00:35,53.446992,54.668065
2015-05-22,17:00:35,53.577033,54.842407
2015-05-22,17:00:36,53.117925,53.163478
2015-05-22,17:00:36,53.082905,53.438971
2015-05-22,17:00:36,51.870310,52.943647
2015-05-22,17:00:36,53.060224,53.135580
2015-05-22,17:00:36,52.764733,52.949290
2015-05-22,17:00:36,51.332618,52.489563
2015-05-22,17:00:36,50.753392,52.013997
2015-05-22,17:00:36,53.981166,53.989971
2015-05-22,17:00:36,51.815942,53.042338
2015-05-22,17:00:37,57.267931,57.537442
2015-05-22,17:00:37,57.830051,57.898446
2015-05-22,17:00:37,56.033467,57.778364
2015-05-22,17:00:37,55.256393,55.702376
2015-05-22,17:00:37,54.239718,54.341864
2015-05-22,17:00:37,54.516217,54.560895
2015-05-22,17:00:37,53.639580,54.247090
2015-05-22,17:00:37,54.845715,55.492594
2015-05-22,17:00:38,56.731548,56.746497
2015-05-22,17:00:38,56.523652,56.530802
2015-05-22,17:00:38,56.337167,56.604105
2015-05-22,17:00:38,57.740996,58.063705
2015-05-22,17:00:38,58.141614,58.581995
2015-05-22,17:00:38,57.259642,58.248607
2015-05-22,17:00:38,57.529675,57.529675
2015-05-22,17:00:38,57.055207,57.715328
2015-05-22,17:00:38,56.907636,57.197679
2015-05-22,17:00:39,58.424850,59.458700
2015-05-22,17:00:39,60.565246,60.713127
2015-05-22,17:00:39,55.483755,58.419568
2015-05-22,17:00:39,58.309076,58.841163
2015-05-22,17:00:39,58.062491,58.433181
2015-05-22,17:00:39,58.279221,59.602509
2015-05-22,17:00:39,58.961166,59.104070
2015-05-22,17:00:39,58.901776,58.946154
2015-05-22,17:00:40,58.719497,59.747688
2015-05-22,17:00:40,59.329925,59.329925
2015-05-22,17:00:40,59.287923,59.287923
2015-05-22,17:00:40,58.623765,58.956729
2015-05-22,17:00:40,57.429229,58.688523
2015-05-22,17:00:40,57.946439,58.055191
2015-05-22,17:00:40,57.582802,58.407883
2015-05-22,17:00:40,57.986187,58.005754
2015-05-22,17:00:41,55.055699,57.487382
2015-05-22,17:00:41,56.777660,57.200114
2015-05-22,17:00:41,55.889065,57.240391
2015-05-22,17:00:41,56.683567,57.203190
2015-05-22,17:00:41,57.135136,57.163367
2015-05-22,17:00:41,58.543007,59.237643
2015-05-22,17:00:41,58.253026,58.368099
2015-05-22,17:00:41,57.202432,58.061913
2015-05-22,17:00:42,55.900482,56.436836
2015-05-22,17:00:42,56.351232,56.975423
2015-05-22,17:00:42,55.932922,56.561544
2015-05-22,17:00:42,56.397146,56.980279
2015-05-22,17:00:42,54.315849,57.773901
2015-05-22,17:00:42,55.030815,55.083009
2015-05-22,17:00:42,55.707188,56.527208
2015-05-22,17:00:42,55.650637,56.347664
2015-05-22,17:00:43,53.979342,55.379227
2015-05-22,17:00:43,54.005936,56.005975
2015-05-22,17:00:43,54.557663,54.695954
2015-05-22,17:00:43,53.163346,54.101848
2015-05-22,17:00:43,53.808682,54.136816
2015-05-22,17:00:43,52.536507,53.465937
2015-05-22,17:00:43,54.246437,54.256594
2015-05-22,17:00:43,50.592654,52.205964
2015-05-22,17:00:44,52.351663,52.524007
2015-05-22,17:00:44,50.509149,50.948597
2015-05-22,17:00:44,51.176850,52.079814
2015-05-22,17:00:44,52.436268,53.519786
2015-05-22,17:00:44,50.950763,52.825721
2015-05-22,17:00:44,51.333538,51.549637
2015-05-22,17:00:44,52.194493,52.196887
2015-05-22,17:00:44,50.746145,52.093014
2015-05-22,17:00:45,53.041145,53.203007
2015-05-22,17:00:45,52.347420,52.797905
2015-05-22,17:00:45,52.379121,52.465925
2015-05-22,17:00:45,53.329857,53.529256
2015-05-22,17:00:45,53.703773,53.763578
2015-05-22,17:00:45,51.724366,53.124355
2015-05-22,17:00:45,52.478424,52.814443
2015-05-22,17:00:45,51.887147,52.602519
2015-05-22,17:00:46,53.049850,53.075902
2015-05-22,17:00:46,52.695076,54.310356
2015-05-22,17:00:46,51.830300,54.264892
2015-05-22,17:00:46,54.527233,54.579868
2015-05-22,17:00:46,52.916186,53.293747
2015-05-22,17:00:46,52.112097,52.461679
2015-05-22,17:00:46,52.823314,52.999828
2015-05-22,17:00:46,52.248210,53.173812
2015-05-22,17:00:47,52.890815,52.974641
2015-05-22,17:00:47,53.517747,53.624614
2015-05-22,17:00:47,53.473423,53.955359
2015-05-22,17:00:47,53.613497,53.636190
2015-05-22,17:00:47,52.458123,53.740450
2015-05-22,17:00:47,53.517784,53.953936
2015-05-22,17:00:47,52.810504,53.174142
2015-05-22,17:00:47,52.262946,52.396002
2015-05-22,17:00:48,53.015117,53.015670
2015-05-22,17:00:48,53.839874,54.343157
2015-05-22,17:00:48,53.214751,53.233556
2015-05-22,17:00:48,51.140765,52.164837
2015-05-22,17:00:48,53.082096,53.280580
2015-05-22,17:00:48,53.057625,53.707723
2015-05-22,17:00:48,51.699688,53.223476
2015-05-22,17:00:48,52.486125,53.514985
2015-05-22,17:00:49,53.014275,53.149594
