Date,Time,Average,Peak
2015-05-27,11:08:36,54.756620,55.571002
2015-05-27,11:08:37,53.458744,55.475925
2015-05-27,11:08:37,54.118138,55.153701
2015-05-27,11:08:37,52.894053,53.350750
2015-05-27,11:08:37,54.444900,55.096040
2015-05-27,11:08:37,52.896050,55.043658
2015-05-27,11:08:37,52.723911,53.823581
2015-05-27,11:08:37,52.847370,54.329666
2015-05-27,11:08:37,54.966899,55.163602
2015-05-27,11:08:38,54.179763,55.486185
2015-05-27,11:08:38,52.094158,53.384363
2015-05-27,11:08:38,55.244990,55.582082
2015-05-27,11:08:38,54.986176,55.031921
2015-05-27,11:08:38,55.206096,55.935561
2015-05-27,11:08:38,56.385354,57.321849
2015-05-27,11:08:38,55.950581,56.706364
2015-05-27,11:08:38,56.468168,57.274117
2015-05-27,11:08:39,58.428183,58.492347
2015-05-27,11:08:39,56.165328,56.532131
2015-05-27,11:08:39,56.317655,58.016843
2015-05-27,11:08:39,55.162904,56.203612
2015-05-27,11:08:39,60.113907,60.138295
2015-05-27,11:08:39,58.774019,59.113709
2015-05-27,11:08:39,56.351867,56.351867
2015-05-27,11:08:39,57.621641,58.008734
2015-05-27,11:08:39,56.983844,57.068116
2015-05-27,11:08:40,56.929019,58.607140
2015-05-27,11:08:40,54.900357,55.693597
2015-05-27,11:08:40,56.559936,56.913768
2015-05-27,11:08:40,55.310583,56.826963
2015-05-27,11:08:40,57.224727,57.666929
2015-05-27,11:08:40,55.280086,57.297834
2015-05-27,11:08:40,57.226889,57.261319
2015-05-27,11:08:41,55.937454,56.881679
2015-05-27,11:08:41,53.357288,55.040703
2015-05-27,11:08:41,53.013167,53.365000
2015-05-27,11:08:41,54.309070,54.370407
2015-05-27,11:08:41,53.769700,56.424015
2015-05-27,11:08:41,52.899995,53.639634
2015-05-27,11:08:41,53.130059,53.716835
2015-05-27,11:08:41,52.517403,55.639672
2015-05-27,11:08:42,50.411246,51.440878
2015-05-27,11:08:42,52.949037,53.246473
2015-05-27,11:08:42,53.815564,53.815564
2015-05-27,11:08:42,51.115195,53.119275
2015-05-27,11:08:42,53.622324,53.732128
2015-05-27,11:08:42,53.073822,53.373271
2015-05-27,11:08:42,52.489124,52.523268
2015-05-27,11:08:42,53.170054,54.483164
2015-05-27,11:08:43,52.517465,53.576766
2015-05-27,11:08:43,51.839446,53.427306
2015-05-27,11:08:43,51.032240,52.545083
2015-05-27,11:08:43,52.223341,52.575958
2015-05-27,11:08:43,51.786891,52.817955
2015-05-27,11:08:43,51.794994,53.316194
2015-05-27,11:08:43,52.087054,52.625020
2015-05-27,11:08:43,52.653857,53.859039
2015-05-27,11:08:43,50.695185,51.630779
2015-05-27,11:08:44,52.752093,52.752093
2015-05-27,11:08:44,52.673981,53.026040
2015-05-27,11:08:44,52.762093,53.536822
2015-05-27,11:08:44,52.677689,53.378403
2015-05-27,11:08:44,53.137409,53.284598
2015-05-27,11:08:44,51.709088,52.255339
2015-05-27,11:08:44,51.441011,51.951021
2015-05-27,11:08:44,51.000371,51.316360
2015-05-27,11:08:45,52.978961,53.101994
2015-05-27,11:08:45,53.352122,53.984217
2015-05-27,11:08:45,52.344677,53.493067
2015-05-27,11:08:45,52.995175,53.152446
2015-05-27,11:08:45,53.407320,54.118921
2015-05-27,11:08:45,53.978785,54.049032
2015-05-27,11:08:45,53.704529,53.813643
